Season,GrandPrix,Driver,Team,GridPosition,FinalPosition,Points,MainCompound,PitStops,AvgLapTime,AirTemp,TrackTemp,Rain,Top10,Top5,Top3,Victory,DriverAvgFinish,DriverTop10Rate,TeamAvgFinish,TeamTop10Rate,GridAdvantage,TeammateDiff,BeatsTeammate,DriverVsTeammatePace,DriverRainAvgFinish,TeamSeasonAvgFinish,TeamSeasonTop10Rate,DriverSeasonAvgFinish,DriverSeasonTop10Rate,DriverRecentForm,RaceAvgFinish,FinishVsRaceAverage
2022,Abu Dhabi Grand Prix,ALB,Williams,19.0,13.0,0.0,MEDIUM,3,92.73410526315789,28.575483870967748,34.31032258064516,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,2.0,6,1,-1.7384038277512133,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.0,10.5,2.5
2022,Australian Grand Prix,ALB,Williams,20.0,10.0,1.0,HARD,2,92.17120689655172,26.69743589743589,37.40833333333334,0,1,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,1.0,6,1,-0.4082843315184306,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,11.5,10.5,-0.5
2022,Austrian Grand Prix,ALB,Williams,15.0,12.0,0.0,HARD,3,72.69841428571429,20.25592105263158,30.74671052631579,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,6.0,7,1,-0.7745440476190453,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,11.666666666666666,10.75,1.25
2022,Azerbaijan Grand Prix,ALB,Williams,17.0,12.0,0.0,HARD,3,112.23095918367346,25.43540372670808,47.14968944099379,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,4.0,3,1,-1.9777346938775366,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,11.75,10.5,1.5
2022,Bahrain Grand Prix,ALB,Williams,14.0,13.0,0.0,MEDIUM,4,103.64063157894736,23.617791411042944,28.61042944785276,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,7.0,3,1,-0.1379473684210808,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,12.0,10.5,2.5
2022,Belgian Grand Prix,ALB,Williams,6.0,10.0,1.0,MEDIUM,3,116.50635714285714,21.78717948717949,36.08397435897436,0,1,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,15.0,8,1,0.0026821428571395245,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,11.4,10.444444444444445,-0.44444444444444464
2022,British Grand Prix,ALB,Williams,16.0,20.0,0.0,SOFT,1,,18.25320197044335,30.02610837438424,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,5.0,-8,0,0.0,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.4,10.5,9.5
2022,Canadian Grand Prix,ALB,Williams,12.0,13.0,0.0,HARD,3,83.23785714285717,20.762962962962963,41.26111111111111,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,9.0,3,1,-0.21549999999997738,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.6,10.5,2.5
2022,Dutch Grand Prix,ALB,Williams,15.0,12.0,0.0,MEDIUM,5,81.01615277777778,22.73006134969325,33.44601226993865,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,6.0,6,1,-0.2567186507936299,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.6,10.5,1.5
2022,Emilia Romagna Grand Prix,ALB,Williams,18.0,11.0,0.0,MEDIUM,2,88.39104918032785,12.899367088607592,17.41898734177215,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,3.0,5,1,-0.18711475409835998,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.2,10.263157894736842,0.7368421052631575
2022,French Grand Prix,ALB,Williams,13.0,13.0,0.0,HARD,2,103.22032075471698,30.164843750000003,54.46171875,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,8.0,4,1,-0.3897305273342937,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.8,10.5,2.5
2022,Hungarian Grand Prix,ALB,Williams,17.0,17.0,0.0,MEDIUM,4,87.57660869565218,18.55988023952096,26.720958083832333,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,4.0,1,1,-0.17569565217392835,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,13.2,10.421052631578947,6.578947368421053
2022,Japanese Grand Prix,ALB,Williams,16.0,20.0,0.0,INTERMEDIATE,1,,16.717647058823534,19.93058823529412,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,5.0,-11,0,0.0,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,14.6,10.5,9.5
2022,Mexico City Grand Prix,ALB,Williams,17.0,12.0,0.0,MEDIUM,2,85.16617142857143,24.31272727272728,41.68909090909092,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,4.0,6,1,-1.3795097308488664,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,14.6,10.5,1.5
2022,Miami Grand Prix,ALB,Williams,18.0,9.0,2.0,HARD,2,98.99976785714286,30.617283950617285,42.81975308641975,1,1,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,3.0,5,1,0.7888951298701414,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,14.2,10.166666666666666,-1.166666666666666
2022,Monaco Grand Prix,ALB,Williams,16.0,18.0,0.0,MEDIUM,4,95.88040425531916,22.27469387755102,31.038367346938774,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,5.0,-3,0,3.8500816746740014,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,15.2,10.31578947368421,7.684210526315789
2022,Pre-Season Track Session,ALB,Williams,16.0,20.0,0.0,SOFT,1,,18.25320197044335,30.02610837438424,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,5.0,-8,0,0.0,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,15.8,10.5,9.5
2022,Saudi Arabian Grand Prix,ALB,Williams,16.0,14.0,0.0,HARD,2,102.14371739130436,25.42039473684211,28.40921052631579,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,5.0,4,1,3.267574534161483,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,14.6,9.5,4.5
2022,Singapore Grand Prix,ALB,Williams,18.0,17.0,0.0,INTERMEDIATE,1,129.04478260869564,26.23254901960784,28.973333333333333,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,3.0,2,1,-0.8370507246376917,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,15.6,10.31578947368421,6.684210526315789
2022,Spanish Grand Prix,ALB,Williams,18.0,18.0,0.0,SOFT,5,92.043796875,36.56585365853658,48.957317073170735,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,3.0,-2,0,0.7167500000000047,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,17.4,10.5,7.5
2022,São Paulo Grand Prix,ALB,Williams,19.0,15.0,0.0,MEDIUM,4,83.80366197183099,23.01077844311377,46.04910179640718,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,2.0,1,1,-0.014394366197166164,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,16.8,10.157894736842104,4.842105263157896
2022,United States Grand Prix,ALB,Williams,8.0,13.0,0.0,HARD,3,107.64545283018867,29.28529411764706,35.523529411764706,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,13.0,4,1,-0.47835849056605184,15.375,15.0,0.10869565217391304,14.181818181818182,0.13636363636363635,15.4,10.473684210526315,2.526315789473685
2023,Abu Dhabi Grand Prix,ALB,Williams,14.0,14.0,0.0,HARD,3,91.3070344827586,26.96282051282052,33.46089743589744,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,7.0,2,1,-0.2518448275862255,15.375,14.113636363636363,0.18181818181818182,12.409090909090908,0.3181818181818182,15.4,10.5,3.5
2023,Australian Grand Prix,ALB,Williams,8.0,19.0,0.0,MEDIUM,1,102.9735,17.449549549549552,30.13963963963964,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,13.0,-3,0,14.757656862745108,15.375,14.113636363636363,0.18181818181818182,12.409090909090908,0.3181818181818182,15.8,10.5,8.5
2023,Austrian Grand Prix,ALB,Williams,10.0,11.0,0.0,HARD,4,73.28695774647888,22.398039215686275,32.05424836601307,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,11.0,2,1,-0.2843422535211175,15.375,14.113636363636363,0.18181818181818182,12.409090909090908,0.3181818181818182,14.4,10.5,0.5
2023,Azerbaijan Grand Prix,ALB,Williams,12.0,12.0,0.0,HARD,2,110.80507843137256,24.860625,41.21,0,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,9.0,4,1,0.6263984313725643,15.375,14.113636363636363,0.18181818181818182,12.409090909090908,0.3181818181818182,13.8,10.5,1.5
2023,Bahrain Grand Prix,ALB,Williams,15.0,10.0,1.0,SOFT,4,100.46508771929824,27.43167701863354,31.01180124223602,0,1,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,6.0,2,1,-0.21119799498748648,15.375,14.113636363636363,0.18181818181818182,12.409090909090908,0.3181818181818182,13.2,10.5,-0.5
2023,Belgian Grand Prix,ALB,Williams,15.0,14.0,0.0,MEDIUM,4,114.69622727272728,17.873333333333335,28.24066666666667,1,0,0,0,0,13.671641791044776,0.208955223880597,14.726256983240223,0.13966480446927373,6.0,3,1,-0.188454545454519,15.375,14.113636363636363,0.18181818181818182,12.409090909090908,0.3181818181818182,13.2,10.5,3.5
